,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sales_price,profit,order_Date
346,347,09-05-2022,Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,OFF-AR-10004027,3,0.4,9.6,-0.4,09-05-2022
347,348,07-05-2022,Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10000249,2,1,19,-1,07-05-2022
348,349,25-10-2023,Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,OFF-AR-10001374,2,0.2,9.8,-0.2,25-10-2023
349,350,01-02-2023,First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10000290,1,0.5,9.5,-0.5,01-02-2023
350,351,04-02-2023,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001970,2,1,19,-1,04-02-2023
351,352,14-02-2022,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10002160,1,0,0,0,14-02-2022
352,353,08-09-2023,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001970,4,1.5,48.5,-1.5,08-09-2023
353,354,29-10-2023,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004995,4,174.4,4185.6,45.6,29-10-2023
354,355,20-02-2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10002268,6,19.5,370.5,20.5,20-02-2022
355,356,30-07-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10001137,2,0.5,9.5,-0.5,30-07-2023
356,357,01-05-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10002399,4,0.6,19.4,-0.6,01-05-2023
357,358,26-01-2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002713,5,0.6,29.4,-0.6,26-01-2023
358,359,05-11-2023,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,OFF-PA-10002666,5,1.6,38.4,8.4,05-11-2023
359,360,22-08-2022,First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,OFF-AP-10001124,8,19.5,630.5,30.5,22-08-2022
360,361,07-12-2022,First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,OFF-LA-10001158,2,0.8,19.2,-0.8,07-12-2022
361,362,31-10-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001158,2,0.4,19.6,-0.4,31-10-2022
362,363,25-01-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10000785,3,19.6,470.4,10.4,25-01-2023
363,364,20-09-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10003732,2,0.2,9.8,-0.2,20-09-2023
364,365,14-10-2022,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10000023,8,2,48,8,14-10-2022
365,366,15-08-2022,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10001713,4,10.5,199.5,-0.5,15-08-2022
366,367,31-05-2023,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders,OFF-BI-10002412,4,0.6,19.4,-0.6,31-05-2023
367,368,15-07-2022,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Supplies,OFF-SU-10001225,2,0.3,9.7,-0.3,15-07-2022
368,369,30-01-2023,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,OFF-ST-10002406,7,3,97,7,30-01-2023
369,370,29-10-2022,Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases,FUR-BO-10002545,4,52,988,88,29-10-2022
370,371,23-09-2022,Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,OFF-PA-10002036,5,1.5,28.5,-1.5,23-09-2022
371,372,28-04-2022,Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Storage,OFF-ST-10002205,3,1.5,48.5,8.5,28-04-2022
372,373,27-09-2022,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,OFF-BI-10001982,5,0.3,9.7,-0.3,27-09-2022
373,374,02-03-2022,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10003911,8,20.4,999.6,129.6,02-03-2022
374,375,17-11-2022,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,OFF-AR-10000658,1,0.2,9.8,-0.2,17-11-2022
375,376,16-05-2023,Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,TEC-AC-10002076,10,19.2,460.8,50.8,16-05-2023
376,377,05-11-2022,First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Paper,OFF-PA-10003039,4,3,97,17,05-11-2022
377,378,25-02-2023,Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,FUR-TA-10004915,7,29.8,1460.2,160.2,25-02-2023
378,379,17-05-2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,OFF-AP-10000696,3,0.5,9.5,-0.5,17-05-2023
379,380,19-12-2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10003327,3,0.6,19.4,-0.6,19-12-2023
380,381,05-09-2023,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10000309,4,0.3,9.7,-0.3,05-09-2023
381,382,20-05-2023,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10004734,7,2.5,47.5,7.5,20-05-2023
382,383,22-04-2023,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002225,3,2.5,47.5,-2.5,22-04-2023
383,384,21-03-2023,Second Class,Corporate,United States,Taylor,Michigan,48180,Central,Technology,Accessories,TEC-AC-10004708,2,0.8,39.2,-0.8,21-03-2023
384,385,08-02-2023,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables,FUR-TA-10000617,3,15.2,364.8,34.8,08-02-2023
385,386,27-01-2023,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,TEC-AC-10002335,3,2.4,77.6,7.6,27-01-2023
386,387,07-10-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,TEC-MA-10001681,4,9.6,470.4,70.4,07-10-2023
387,388,04-03-2023,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001935,1,0,0,0,04-03-2023
388,389,26-08-2023,First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,OFF-AR-10004757,1,0,0,0,26-08-2023
389,390,25-03-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10000050,4,0.4,19.6,-0.4,25-03-2023
390,391,14-03-2023,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001998,2,2,38,-2,14-03-2023
391,392,27-05-2022,Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Phones,TEC-PH-10003012,2,10,240,10,27-05-2022
392,393,19-12-2022,Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,TEC-CO-10002313,3,36,1764,164,19-12-2022
393,394,03-11-2022,Second Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,OFF-BI-10003982,3,0.2,9.8,-0.2,03-11-2022
394,395,26-06-2022,Standard Class,Home Office,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,OFF-BI-10004492,3,2.4,77.6,17.6,26-06-2022
395,396,23-08-2022,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Storage,OFF-ST-10000798,2,1.5,48.5,8.5,23-08-2022
396,397,23-09-2023,Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,OFF-PA-10002552,2,0.2,9.8,-0.2,23-09-2023
397,398,02-02-2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Supplies,OFF-SU-10002573,4,3.5,66.5,6.5,02-02-2022
398,399,29-11-2023,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10001580,3,1.2,38.8,-1.2,29-11-2023
399,400,13-03-2022,Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,FUR-BO-10004834,4,120,2280,290,13-03-2022
400,401,22-10-2022,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,OFF-ST-10000934,4,6.5,123.5,13.5,22-10-2022
401,402,11-02-2023,Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,TEC-AC-10000158,2,1.8,58.2,-1.8,11-02-2023
402,403,06-03-2023,First Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Paper,OFF-PA-10001947,2,0.2,9.8,-0.2,06-03-2023
403,404,04-12-2023,Standard Class,Corporate,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,OFF-AR-10003478,6,1.6,38.4,8.4,04-12-2023
404,405,12-02-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10004249,3,1.2,38.8,-1.2,12-02-2023
405,406,02-04-2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10000158,5,7.2,172.8,32.8,02-04-2023
406,407,09-08-2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Copiers,TEC-CO-10004115,3,60,1140,10,09-08-2022
407,408,25-05-2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003724,5,1.2,28.8,-1.2,25-05-2022
408,409,28-08-2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,FUR-TA-10002041,7,40,960,160,28-08-2022
409,410,25-11-2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10002893,1,0.3,9.7,-0.3,25-11-2022
410,411,19-12-2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003766,9,1.2,28.8,-1.2,19-12-2023
411,412,13-01-2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10001970,1,3,57,-3,13-01-2023
412,413,11-05-2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10001972,13,53.6,1286.4,26.4,11-05-2022
413,414,31-12-2023,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10003956,2,5.5,104.5,4.5,31-12-2023
414,415,08-12-2023,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000157,7,4.2,135.8,15.8,08-12-2023
415,416,05-08-2022,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,FUR-CH-10001891,4,6.2,303.8,53.8,05-08-2022
416,417,10-07-2023,Standard Class,Consumer,United States,Huntington Beach,California,92646,West,Office Supplies,Art,OFF-AR-10004344,8,5,95,5,10-07-2023
417,418,20-08-2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10004886,5,15.2,364.8,44.8,20-08-2022
418,419,20-07-2022,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,OFF-PA-10003845,1,0.5,9.5,-0.5,20-07-2022
419,420,20-10-2022,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,OFF-AR-10001573,4,0.4,9.6,-0.4,20-10-2022
420,421,10-02-2022,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Envelopes,OFF-EN-10000483,1,1,19,-1,10-02-2022
421,422,28-08-2023,First Class,Consumer,United States,Louisville,Colorado,80027,West,Technology,Accessories,TEC-AC-10004114,6,6,194,34,28-08-2023
422,423,18-12-2023,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,FUR-FU-10004712,4,1.8,58.2,-1.8,18-12-2023
423,424,17-10-2022,Standard Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,OFF-ST-10000918,3,1.5,28.5,-1.5,17-10-2022
424,425,01-04-2023,Second Class,Consumer,United States,Jackson,Mississippi,39212,South,Furniture,Chairs,FUR-CH-10000015,4,34.8,835.2,35.2,01-04-2023
425,426,26-12-2023,Second Class,Corporate,United States,Canton,Michigan,48187,Central,Furniture,Furnishings,FUR-FU-10003347,2,1.2,28.8,-1.2,26-12-2023
426,427,07-11-2023,Second Class,Corporate,United States,Canton,Michigan,48187,Central,Office Supplies,Binders,OFF-BI-10001543,8,11.6,278.4,-1.6,07-11-2023
427,428,03-06-2023,First Class,Home Office,United States,New Rochelle,New York,10801,East,Technology,Machines,TEC-MA-10000029,1,2.1,67.9,7.9,03-06-2023
428,429,18-02-2022,Standard Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,OFF-AR-10000369,6,0.5,9.5,-0.5,18-02-2022
429,430,19-03-2023,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Binders,OFF-BI-10004584,2,7.6,182.4,22.4,19-03-2023
430,431,10-03-2023,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,TEC-AC-10004659,7,12.3,397.7,67.7,10-03-2023
431,432,23-09-2023,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,TEC-AC-10004659,5,14.5,275.5,5.5,23-09-2023
432,433,15-04-2022,Standard Class,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Storage,OFF-ST-10000617,2,0,0,0,15-04-2022
433,434,17-08-2023,First Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,OFF-ST-10003306,5,28.4,681.6,101.6,17-08-2023
434,435,13-02-2022,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10000773,2,0,0,0,13-02-2022
435,436,25-10-2023,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10002600,5,5,245,35,25-10-2023
436,437,10-02-2023,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Machines,TEC-MA-10002937,3,40.4,969.6,39.6,10-02-2023
437,438,23-02-2022,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10001970,7,12.4,297.6,27.6,23-02-2022
438,439,18-11-2022,Standard Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10002230,8,0.9,29.1,-0.9,18-11-2022
439,440,06-06-2022,Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,FUR-CH-10003396,3,10.5,199.5,9.5,06-06-2022
440,441,09-01-2022,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,FUR-FU-10000246,1,0.3,9.7,-0.3,09-01-2022
441,442,30-05-2023,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,OFF-ST-10000060,3,7.6,182.4,32.4,30-05-2023
442,443,15-10-2022,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,OFF-ST-10003058,3,2.8,67.2,7.2,15-10-2022
443,444,15-12-2022,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,OFF-PA-10002222,4,2.7,87.3,7.3,15-12-2022
444,445,06-07-2022,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,FUR-CH-10002372,3,9.6,230.4,20.4,06-07-2022
445,446,13-03-2022,Second Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,OFF-LA-10001317,7,0.6,19.4,-0.6,13-03-2022
446,447,07-10-2022,Second Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,FUR-FU-10000206,1,0,0,0,07-10-2022
447,448,05-12-2023,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10000588,3,2.4,57.6,7.6,05-12-2023
448,449,07-12-2023,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,OFF-ST-10001469,3,6.4,153.6,23.6,07-12-2023
449,450,14-03-2022,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10001953,6,5.2,254.8,44.8,14-03-2022
450,451,21-07-2023,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10003156,3,1.2,28.8,-1.2,21-07-2023
451,452,04-04-2022,Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,OFF-AR-10004974,3,0.4,9.6,-0.4,04-04-2022
452,453,16-03-2023,Second Class,Consumer,United States,Auburn,New York,13021,East,Technology,Phones,TEC-PH-10002365,4,1.2,38.8,-1.2,16-03-2023
453,454,05-12-2022,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Furniture,Tables,FUR-TA-10001539,2,11.2,268.8,48.8,05-12-2022
454,455,23-12-2023,Standard Class,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Storage,OFF-ST-10000142,2,13.4,656.6,86.6,23-12-2023
455,456,08-11-2022,Standard Class,Corporate,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,TEC-AC-10001772,4,3,57,7,08-11-2022
456,457,26-03-2023,Standard Class,Consumer,United States,Concord,California,94521,West,Furniture,Chairs,FUR-CH-10000225,2,2.6,127.4,7.4,26-03-2023
457,458,22-12-2023,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,FUR-CH-10002331,3,37.5,712.5,42.5,22-12-2023
458,459,24-09-2023,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Envelopes,OFF-EN-10001415,2,0.2,9.8,-0.2,24-09-2023
459,460,30-11-2022,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,OFF-AP-10002472,4,3,97,17,30-11-2022
460,461,04-02-2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10004571,9,45,855,95,04-02-2023
461,462,01-10-2022,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10001098,3,1,49,-1,01-10-2022
462,463,11-05-2022,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,FUR-FU-10000023,5,0.6,19.4,-0.6,11-05-2022
463,464,05-03-2023,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Tables,FUR-TA-10001889,6,50.8,1219.2,139.2,05-03-2023
464,465,09-02-2023,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10000315,5,1.2,28.8,-1.2,09-02-2023
465,466,23-04-2023,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Supplies,OFF-SU-10003505,2,9.5,180.5,0.5,23-04-2023
466,467,14-10-2023,Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,OFF-AP-10002578,2,2.4,77.6,-2.4,14-10-2023
467,468,24-04-2022,Standard Class,Home Office,United States,Park Ridge,Illinois,60068,Central,Furniture,Furnishings,FUR-FU-10002918,7,7.5,242.5,42.5,24-04-2022
468,469,20-04-2023,Standard Class,Corporate,United States,Amarillo,Texas,79109,Central,Furniture,Bookcases,FUR-BO-10002824,2,10.5,199.5,-0.5,20-04-2023
469,470,04-12-2022,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10002194,3,0,0,0,04-12-2022
470,471,20-11-2022,Standard Class,Corporate,United States,Lindenhurst,New York,11757,East,Office Supplies,Paper,OFF-PA-10004071,1,1.8,58.2,8.2,20-11-2022
471,472,25-01-2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10002743,3,6.8,333.2,43.2,25-01-2022
472,473,27-10-2023,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10001601,2,11,209,9,27-10-2023
473,474,27-12-2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10002680,4,14,686,76,27-12-2022
474,475,12-12-2023,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,OFF-ST-10001321,6,2.7,87.3,7.3,12-12-2023
475,476,16-07-2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10001509,7,1.8,58.2,-1.8,16-07-2022
476,477,30-06-2022,Second Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10003465,5,3.6,86.4,-3.6,30-06-2022
477,478,06-08-2023,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10000149,6,4,96,6,06-08-2023
478,479,01-02-2022,Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Furnishings,FUR-FU-10002671,3,1.6,38.4,8.4,01-02-2022
479,480,03-07-2023,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10003045,5,0.4,9.6,-0.4,03-07-2023
480,481,07-08-2023,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10000689,5,35,665,65,07-08-2023
481,482,16-12-2022,Standard Class,Consumer,United States,San Diego,California,92024,West,Technology,Accessories,TEC-AC-10001445,3,0.2,9.8,-0.2,16-12-2022
482,483,03-02-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,OFF-AR-10002053,2,0.4,9.6,-0.4,03-02-2023
483,484,10-10-2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,TEC-AC-10002567,2,6.4,153.6,13.6,10-10-2023
484,485,15-10-2023,First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Labels,OFF-LA-10003923,2,1.5,28.5,-1.5,15-10-2023
485,486,14-12-2023,First Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Bookcases,FUR-BO-10001337,5,20.4,489.6,9.6,14-12-2023
486,487,09-03-2023,First Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10001924,5,14,266,16,09-03-2023
487,488,28-04-2023,First Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10001363,6,109.6,2630.4,330.4,28-04-2023
488,489,22-12-2022,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Phones,TEC-PH-10000376,1,0.5,9.5,-0.5,22-12-2022
489,490,06-06-2023,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Accessories,TEC-AC-10000303,2,3,57,7,06-06-2023
490,491,08-02-2022,Second Class,Home Office,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,OFF-AR-10001953,2,2.8,67.2,-2.8,08-02-2022
491,492,08-01-2023,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10001809,5,18,432,22,08-01-2023
492,493,03-01-2023,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Envelopes,OFF-EN-10003845,3,0.5,9.5,-0.5,03-01-2023
493,494,26-06-2023,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10000991,2,3.6,86.4,6.4,26-06-2023
494,495,09-12-2022,Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,FUR-TA-10001857,3,9.5,180.5,0.5,09-12-2022
495,496,13-10-2022,Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Envelopes,OFF-EN-10001434,2,3.3,106.7,6.7,13-10-2022
496,497,21-05-2022,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Binders,OFF-BI-10002498,8,2.4,117.6,7.6,21-05-2022
497,498,28-08-2022,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10004864,4,5.2,254.8,24.8,28-08-2022
498,499,10-04-2022,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Chairs,FUR-CH-10002602,2,12,228,28,10-04-2022
499,500,28-08-2023,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10000073,9,3.5,66.5,6.5,28-08-2023
500,501,25-12-2022,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10001670,2,0.8,19.2,-0.8,25-12-2022
501,502,29-04-2023,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10001658,2,0.5,9.5,-0.5,29-04-2023
502,503,06-11-2023,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Furniture,Chairs,FUR-CH-10001215,2,24,776,126,06-11-2023
503,504,28-10-2023,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,OFF-BI-10000831,3,0,0,0,28-10-2023
504,505,03-08-2022,Standard Class,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Paper,OFF-PA-10000357,1,1.2,28.8,-1.2,03-08-2022
505,506,27-01-2023,Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003274,5,0.6,19.4,-0.6,27-01-2023
506,507,28-07-2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,OFF-AR-10001662,1,0,0,0,28-07-2022
507,508,04-03-2023,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,OFF-AR-10003856,3,0.2,9.8,-0.2,04-03-2023
508,509,10-10-2022,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,OFF-ST-10001228,3,2,48,-2,10-10-2022
509,510,10-12-2023,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,OFF-BI-10003527,5,190.5,6159.5,949.5,10-12-2023
510,511,30-01-2023,First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Furniture,Furnishings,FUR-FU-10001290,3,2.6,127.4,17.4,30-01-2023
511,512,28-12-2022,First Class,Consumer,United States,Gladstone,Missouri,64118,Central,Technology,Accessories,TEC-AC-10002399,2,0.8,39.2,-0.8,28-12-2022
512,513,28-10-2022,First Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,OFF-AR-10002053,3,0.4,9.6,-0.4,28-10-2022
513,514,28-09-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10003811,3,0.3,9.7,-0.3,28-09-2023
514,515,19-07-2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,OFF-AR-10001246,2,0.3,9.7,-0.3,19-07-2023
515,516,04-01-2022,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Technology,Copiers,TEC-CO-10003236,5,150,2850,420,04-01-2022
516,517,25-08-2022,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,OFF-ST-10004507,3,2,48,8,25-08-2022
517,518,03-09-2022,Standard Class,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Paper,OFF-PA-10001667,2,0.3,9.7,-0.3,03-09-2022
